MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
20,150,215245,7,5,0,2036,0,2036,2,0,3,1,8,2,2,513,0,0,375000
70,60,9600,7,7,0,832,809,1641,1,1,3,1,6,1,2,546,0,0,178000
60,71,7795,7,5,0,716,716,1432,2,1,3,1,6,1,2,432,100,51,188500
60,94,13005,7,7,278,1153,1200,2353,2,1,4,1,10,1,2,484,288,195,260000
60,75,9000,8,5,0,1088,871,1959,2,1,3,1,8,1,3,1025,208,46,270000
60,90,9900,7,5,256,1372,1274,2646,2,1,4,1,9,1,3,656,340,60,260000
80,NA,14115,7,5,225,1472,0,1472,2,0,3,1,6,2,2,588,233,48,187500
60,111,16259,9,5,370,1249,1347,2596,3,1,4,1,9,0,3,840,240,154,342643
60,99,12099,8,5,388,1136,1332,2468,2,1,4,1,10,1,3,872,184,154,354000
60,86,10380,7,5,172,1553,1177,2730,2,1,4,1,8,1,2,576,201,96,301000
20,49,5820,3,8,0,1163,0,1163,1,0,3,1,6,0,1,220,142,98,126175
80,96,11275,7,7,300,1898,1080,2978,2,1,5,1,11,1,2,564,240,0,242000
45,50,5000,5,6,0,803,0,803,1,0,2,1,5,0,2,360,0,0,87000
120,32,10846,8,5,0,1719,0,1719,1,1,1,1,6,2,2,473,122,30,324000
20,80,11600,6,5,175,1383,0,1383,1,1,3,1,7,0,1,292,0,45,145250
75,NA,11888,6,6,0,1445,689,2134,2,0,5,1,10,0,2,441,0,60,214500
70,60,6402,5,5,0,596,596,1192,1,0,3,1,6,0,1,189,0,0,78000
90,NA,10624,5,4,84,1728,0,1728,2,0,6,2,10,0,1,352,155,0,119000
20,70,8176,5,6,0,1056,0,1056,1,0,3,1,6,0,1,308,0,0,139000
20,85,10655,8,5,296,1629,0,1629,2,0,3,1,7,1,3,880,0,0,284000
120,59,8198,7,5,146,1358,0,1358,2,0,2,1,6,1,2,484,192,30,207000
60,59,9042,6,5,0,943,695,1638,2,1,3,1,7,2,2,472,100,38,192000
190,NA,164660,5,6,0,1619,167,1786,2,0,3,1,7,2,2,529,670,0,228950
20,86,14157,9,5,200,1922,0,1922,2,0,3,1,8,1,3,676,178,51,377426
20,70,9135,7,5,113,1536,0,1536,2,0,3,1,7,0,2,532,192,74,214000
20,91,14145,7,7,0,1621,0,1621,2,0,3,1,8,0,2,440,108,45,202500
20,66,12400,6,7,176,1215,0,1215,1,0,3,1,6,0,1,297,0,0,155000
60,85,14191,8,5,0,993,915,1908,2,1,4,1,9,0,2,431,135,0,202900
20,60,8400,4,4,0,841,0,841,1,0,2,1,4,0,1,294,250,0,82000
90,NA,8544,3,4,340,1040,0,1040,2,0,2,2,6,0,2,400,0,0,87500
120,63,8849,9,5,616,1684,0,1684,2,0,2,1,6,1,2,564,495,72,266000
160,36,2592,5,3,0,536,576,1112,1,1,3,1,4,0,1,336,182,0,85000
50,65,6435,6,5,0,972,605,1577,1,0,3,1,6,1,1,312,0,0,140200
20,NA,12772,6,8,0,958,0,958,1,0,2,1,5,0,1,301,0,0,151500
20,NA,17600,6,5,30,1478,0,1478,2,0,3,1,6,2,2,498,0,40,157500
160,36,2448,7,5,106,764,862,1626,2,1,2,1,6,0,2,474,0,27,154000
60,56,20431,9,5,870,1848,880,2728,2,1,4,1,10,2,3,706,0,0,437154
120,68,7820,9,5,362,1869,0,1869,2,0,2,1,6,1,2,617,210,54,318061
120,NA,5271,7,5,0,1453,0,1453,1,1,2,1,6,1,2,445,0,80,190000
50,60,9084,5,6,0,616,495,1111,1,0,3,1,5,0,1,200,48,0,95000
30,60,8520,6,8,0,720,0,720,1,0,2,1,5,0,2,484,106,0,105900
50,60,8400,6,5,0,1192,403,1595,1,0,2,1,6,2,1,240,0,0,140000
20,105,11249,6,5,0,1200,0,1200,2,0,3,1,6,0,2,521,0,26,177500
20,NA,9248,6,6,106,1167,0,1167,2,0,3,1,6,0,2,400,120,26,173000
120,44,4224,5,5,0,1142,0,1142,1,1,3,1,6,1,2,528,536,90,134000
80,92,6930,5,4,120,1352,0,1352,1,0,3,1,6,0,1,288,168,0,130000
60,78,12011,8,5,530,1086,838,1924,2,1,3,1,7,1,2,592,208,75,280000
85,NA,7540,6,6,0,912,0,912,1,0,2,1,5,1,2,470,0,0,156000
50,NA,9144,5,5,0,988,517,1505,1,0,3,1,8,0,1,240,0,0,145000
85,64,7301,7,5,500,495,1427,1922,3,0,4,1,7,1,2,672,0,0,198500
160,21,1680,6,8,510,483,504,987,1,1,2,1,5,0,1,264,250,0,118000
60,NA,18800,6,5,120,790,784,1574,2,1,3,1,6,1,2,566,306,111,190000
70,59,10690,5,7,0,672,672,1344,1,0,3,1,6,0,1,468,0,128,147000
20,NA,9500,6,5,247,1394,0,1394,1,1,3,1,6,2,2,514,0,76,159000
80,101,9150,6,5,305,1431,0,1431,1,0,3,1,6,1,1,296,64,110,165000
20,78,7800,5,6,200,1268,0,1268,1,0,2,1,7,1,1,244,0,98,132000
20,NA,9830,5,7,0,1287,0,1287,1,0,3,1,7,1,2,576,364,17,162000
60,NA,8121,6,5,0,953,711,1664,2,1,3,1,7,1,2,460,100,40,172400
50,80,17120,4,4,0,1120,468,1588,2,0,4,1,7,1,2,680,0,59,134432
120,50,7175,6,5,0,752,0,752,1,0,2,1,4,0,1,264,353,0,125000
20,79,10634,5,6,0,1319,0,1319,1,0,3,1,5,0,1,270,66,0,123000
60,65,8200,7,5,0,847,1081,1928,2,1,4,1,8,1,2,434,100,48,219500
30,NA,10020,1,1,0,904,0,904,0,1,1,1,4,0,0,0,0,0,61000
85,57,8846,5,5,0,914,0,914,1,0,2,1,5,0,2,576,0,0,148000
60,102,11143,8,5,0,1580,886,2466,3,0,4,1,8,1,2,610,159,214,340000
20,88,11394,9,2,350,1856,0,1856,1,1,1,1,8,1,3,834,113,0,394432
60,60,8123,6,5,16,1007,793,1800,2,1,3,1,7,1,2,463,100,63,179000
50,50,5000,5,6,0,1026,665,1691,2,0,3,1,6,1,1,308,0,0,127000
20,60,7200,7,5,0,1301,0,1301,2,0,2,1,5,1,2,572,216,121,187750
60,79,9245,7,5,0,939,858,1797,2,1,3,1,8,0,2,639,144,53,213500
45,60,9000,6,3,0,784,0,784,1,0,2,1,5,0,2,360,0,0,76000
60,NA,53107,6,5,0,1079,874,1953,2,1,3,1,9,2,2,501,216,231,240000
120,43,3182,8,5,16,1269,0,1269,2,0,2,1,6,1,2,430,146,20,192000
50,58,8410,5,3,0,658,526,1184,1,0,5,1,8,0,0,0,0,151,81000
80,72,7200,6,6,255,1125,0,1125,1,0,3,1,6,1,1,352,296,0,125000
20,93,9382,7,5,125,1479,0,1479,2,0,3,1,6,0,2,577,120,25,191000
60,96,12474,10,5,272,1742,590,2332,2,1,3,1,9,1,3,846,196,134,426000
50,50,8405,5,8,0,961,406,1367,1,0,4,1,7,0,1,384,0,130,119000
60,71,12209,6,5,0,804,1157,1961,2,1,3,1,7,1,2,560,125,192,215000
20,NA,8339,5,7,0,882,0,882,1,0,3,1,5,0,1,294,0,0,106500
30,NA,7446,4,5,0,788,0,788,1,0,2,1,4,2,0,0,0,0,100000
50,60,10134,5,6,0,735,299,1034,1,0,2,1,5,0,1,240,0,39,109000
20,68,9571,5,6,0,1144,0,1144,1,0,3,1,6,0,1,596,44,0,129000
20,60,7200,5,5,0,894,0,894,1,0,2,1,6,0,2,600,215,0,123000
60,69,7590,5,5,288,876,936,1812,2,0,4,1,8,1,1,264,0,168,169500
30,60,8967,5,2,0,1077,0,1077,1,0,2,1,6,0,1,338,0,0,67000
60,65,8125,7,5,100,1112,438,1550,2,0,2,1,7,0,2,438,0,168,241000
120,38,14963,8,5,0,1288,0,1288,1,1,1,1,4,2,2,500,120,30,245500
20,65,8767,7,5,0,1310,0,1310,2,0,3,1,6,1,2,400,0,0,164990
30,60,10200,5,8,0,672,0,672,1,0,2,1,4,0,1,240,168,0,108000
60,93,12090,8,5,650,1165,1098,2263,2,1,4,1,10,1,2,420,144,123,258000
60,NA,10364,6,5,0,806,766,1572,2,1,3,1,7,1,2,373,0,40,168000
20,NA,9991,4,4,0,1620,0,1620,2,0,3,1,8,1,2,490,120,78,150000
50,51,10480,6,5,0,1166,0,1639,1,0,3,1,6,0,1,240,0,0,115000
70,63,15576,6,7,0,840,840,1680,2,0,4,1,8,0,1,308,0,0,177000
60,109,14154,7,5,350,1071,1101,2172,2,1,3,1,9,1,3,947,192,62,280000
60,85,10800,8,5,100,1050,1028,2078,2,1,3,1,8,1,3,836,0,102,339750
20,68,9571,5,3,0,1276,0,1276,1,0,3,1,5,0,1,350,0,0,60000
190,100,34650,5,5,0,1056,0,1056,1,0,3,1,5,0,2,572,264,0,145000
20,NA,4403,7,5,432,1478,0,1478,2,1,2,1,7,1,2,484,0,144,222000
30,56,8960,5,6,0,1028,0,1028,1,0,2,1,5,1,2,360,0,0,115000
60,59,11228,7,5,0,1080,1017,2097,2,1,3,1,9,1,3,678,196,187,228000
20,73,8899,7,5,0,1340,0,1340,2,0,3,1,6,0,2,396,100,30,181134
60,74,7844,6,7,203,672,728,1400,1,1,3,1,6,1,2,440,0,0,149500
70,86,22420,6,6,0,1370,1254,2624,2,1,4,1,10,1,3,864,0,0,239000
50,60,8160,5,6,0,756,378,1134,1,1,3,1,7,0,1,240,0,0,126000
20,65,8450,5,6,0,1056,0,1056,1,0,3,1,6,1,1,304,0,85,142000
90,78,7060,7,5,200,1344,0,1344,2,0,2,2,8,0,4,784,0,0,206300
20,NA,16635,6,7,126,1602,0,1602,2,0,3,1,8,1,2,529,240,0,215000
20,100,21750,5,5,0,988,0,988,1,0,2,1,4,0,2,520,0,0,113000
60,80,9200,8,5,473,1470,1160,2630,2,1,4,1,8,1,3,696,0,66,315000
20,72,9000,6,5,74,1196,0,1196,1,0,2,1,6,1,1,297,0,44,139000
60,60,3378,7,8,0,707,682,1389,1,1,3,1,6,2,1,240,0,0,135000
80,NA,12800,7,5,145,1644,0,1644,2,0,2,1,5,1,2,569,80,0,275000
20,77,8593,4,6,0,907,0,907,1,0,3,1,5,0,1,352,0,0,109008
20,64,6762,7,5,108,1208,0,1208,2,0,2,1,6,0,2,628,105,54,195400
20,130,11457,6,5,0,1412,0,1412,2,0,3,1,6,1,2,576,0,0,175000
160,21,1680,6,5,232,483,504,987,1,1,2,1,4,0,1,264,0,0,85400
50,60,5586,6,7,0,1088,110,1198,1,0,4,1,7,0,0,0,0,98,79900
160,24,1920,5,5,376,765,600,1365,1,1,2,1,6,0,2,440,240,36,122500
60,100,10839,6,5,0,926,678,1604,2,1,3,1,7,1,2,470,0,36,181000
180,21,1890,4,7,0,630,0,630,1,0,1,1,3,0,0,0,88,0,81000
60,43,10667,7,6,0,827,834,1661,2,1,3,1,6,1,2,550,158,61,212000
50,40,4400,6,8,0,734,384,1118,1,0,2,1,6,0,2,440,0,0,116000
45,50,6000,6,7,0,904,0,904,1,0,2,1,4,0,1,180,0,0,119000
30,40,4280,5,6,0,694,0,694,1,0,2,1,4,1,1,352,0,0,90350
50,67,12354,6,8,0,684,512,1196,1,0,3,1,7,0,2,528,0,46,110000
20,105,15431,10,5,200,2402,0,2402,2,0,2,1,10,2,3,672,0,72,555000
90,92,12108,4,4,270,1440,0,1440,2,0,4,2,8,0,0,0,0,0,118000
50,52,6240,5,7,0,1128,445,1573,2,0,3,1,8,1,2,360,0,0,162900
120,53,3922,7,5,72,1258,0,1258,2,0,2,1,6,1,3,648,144,16,172500
60,70,8750,7,5,0,933,975,1908,2,1,4,1,8,1,2,493,144,133,210000
20,73,9855,6,5,0,1689,0,1689,1,0,3,1,7,1,2,480,0,0,127500
20,137,16492,6,6,0,1888,0,1888,2,1,2,1,6,1,2,578,0,0,190000
60,NA,11214,7,5,0,956,930,1886,2,1,4,1,10,1,2,431,89,0,199900
50,50,8600,6,6,0,780,596,1376,2,0,3,1,7,1,1,198,0,0,119500
50,50,6000,3,7,0,679,504,1183,1,1,2,1,6,0,1,308,0,176,120000
30,70,5684,6,8,0,813,0,813,1,0,2,1,5,0,1,270,0,113,110000
20,62,70761,7,5,0,1533,0,1533,2,0,2,1,5,2,2,576,200,54,280000
60,NA,9303,6,5,42,888,868,1756,2,1,3,1,7,0,2,422,144,122,204000
60,75,9000,8,5,0,786,804,1590,2,1,3,1,6,0,2,676,0,30,210000
90,63,9297,5,5,0,1728,0,1728,2,0,4,2,8,0,2,560,0,0,188000
20,80,9600,7,6,320,1242,0,1242,1,1,3,1,6,1,2,528,0,0,175500
70,34,4571,5,5,0,624,720,1344,1,0,4,1,7,0,3,513,0,0,98000
20,NA,53227,4,6,0,1663,0,1663,1,0,2,1,6,2,2,529,224,137,256000
70,NA,5100,8,7,0,833,833,1666,1,0,3,1,7,1,1,228,192,63,161000
50,NA,7015,5,4,161,979,224,1203,1,0,3,1,5,1,1,352,0,0,110000
60,75,8004,8,5,110,832,1103,1935,2,1,3,1,8,0,2,552,0,150,263435
70,60,7200,7,9,0,575,560,1135,1,0,3,1,6,0,2,576,256,0,155000
20,60,8281,5,5,0,864,0,864,1,0,3,1,5,1,1,360,0,0,62383
70,74,11988,6,7,0,849,811,1660,1,1,3,1,6,1,1,240,0,0,188700
20,60,8430,5,5,136,1040,0,1040,2,0,3,1,5,0,0,0,0,0,124000
120,NA,3072,7,5,18,1414,0,1414,2,0,2,1,6,1,2,398,144,20,178740
20,85,10628,7,5,0,1277,0,1277,1,0,2,1,5,1,2,526,0,0,167000
70,79,9480,5,7,224,888,756,1644,1,1,3,1,7,2,1,312,168,0,146500
20,98,11428,8,5,248,1634,0,1634,2,0,3,1,7,1,3,866,0,44,250000
60,76,9291,6,5,120,832,878,1710,2,1,3,1,7,0,2,506,144,70,187000
120,NA,6820,8,5,0,1502,0,1502,1,1,1,1,4,0,2,528,0,54,212000
60,92,11952,7,6,0,1161,808,1969,2,1,3,1,8,1,2,534,0,0,190000
180,35,3675,6,5,80,1072,0,1072,1,0,2,1,5,0,2,525,0,28,148000
20,110,14977,8,5,304,1976,0,1976,2,0,2,1,7,1,3,908,250,63,440000
120,41,5330,8,5,0,1652,0,1652,2,0,2,1,6,0,2,499,96,48,251000
20,80,8480,5,6,0,970,0,970,1,0,2,1,5,0,2,624,0,24,132500
20,75,13125,6,5,215,1493,0,1493,2,0,3,1,7,1,2,508,140,39,208900
60,105,13693,9,5,772,2069,574,2643,2,1,3,1,9,1,3,694,414,84,380000
20,79,10637,8,5,336,1718,0,1718,2,0,3,1,7,1,3,826,208,44,297000
30,50,5925,4,7,435,1131,0,1131,1,0,2,1,7,0,2,672,0,72,89471
20,98,16033,9,5,378,1850,0,1850,2,0,3,1,8,1,3,772,519,112,326000
20,72,11846,9,5,562,1792,0,1792,2,0,2,1,6,1,3,874,206,49,374000
70,50,2500,7,8,0,916,910,1826,1,1,4,1,7,1,1,164,0,0,155000
120,32,4500,6,5,116,1216,0,1216,2,0,2,1,5,0,2,402,0,125,164000
20,NA,7758,5,7,0,999,0,999,1,0,3,1,6,0,1,264,0,132,132500
20,80,9600,5,7,0,1113,0,1113,1,0,3,1,5,1,1,264,0,80,147000
20,79,10289,5,7,168,1073,0,1073,1,1,3,1,6,0,2,515,0,0,156000
20,70,12243,5,6,0,1484,0,1484,2,0,3,1,7,1,2,487,224,0,175000
190,60,10800,5,4,0,1766,648,2414,2,0,3,2,10,1,2,520,142,0,160000
180,21,1526,4,8,0,630,0,630,1,0,1,1,3,0,1,286,0,0,86000
160,NA,2665,5,6,0,616,688,1304,1,1,3,1,4,1,1,336,141,24,115000
50,79,9490,6,7,0,958,620,1578,1,0,3,1,5,2,1,240,0,0,133000
60,105,15578,6,5,0,728,728,1456,2,1,3,1,8,0,2,429,0,0,172785
20,70,7931,5,6,0,1269,0,1269,1,1,3,1,6,1,1,308,0,0,155000
30,50,5784,5,8,0,886,0,886,1,0,2,1,4,0,1,273,144,20,91300
30,60,7879,4,5,0,720,0,720,1,0,2,1,4,0,0,0,0,523,34900
20,NA,12692,8,5,0,3228,0,3228,3,0,4,1,10,1,2,546,264,75,430000
50,60,9120,7,6,0,1133,687,1820,2,0,4,1,8,0,1,240,0,100,184000
20,65,7800,5,7,89,899,0,899,1,0,3,1,5,0,1,288,64,0,130000
20,70,7535,5,7,0,912,0,912,1,0,2,1,5,0,1,297,12,285,120000
160,21,1890,6,5,285,672,546,1218,1,1,3,1,7,0,1,264,144,28,113000
60,75,9803,7,5,0,866,902,1768,2,1,3,1,7,0,2,603,0,108,226700
20,70,9170,5,7,0,1214,0,1214,1,0,2,1,6,0,2,461,0,0,140000
20,100,15602,7,8,0,1801,0,1801,2,0,1,1,6,2,2,484,0,54,289000
160,24,2308,6,5,0,855,467,1322,2,1,3,1,6,1,2,440,260,0,147000
90,60,7596,5,5,360,960,1000,1960,2,0,4,2,10,0,2,400,0,0,124500
60,80,9554,8,5,125,1065,846,1911,2,1,3,1,8,1,2,471,182,81,215000
20,75,7862,6,5,0,1218,0,1218,2,0,2,1,4,0,2,676,0,102,208300
70,60,9600,7,9,0,689,689,1378,2,0,3,1,7,1,2,360,0,0,161000
20,80,9600,5,6,132,1041,0,1041,1,0,3,1,6,0,1,270,224,88,124500
20,75,14559,5,7,70,1363,0,1363,1,0,2,1,6,2,1,288,324,42,164900
120,40,6792,7,5,94,1368,0,1368,2,0,2,1,6,1,2,474,132,35,202665
20,70,9100,5,5,0,864,0,864,1,0,3,1,5,0,2,624,0,0,129900
20,71,9187,6,5,0,1080,0,1080,1,1,3,1,5,0,2,484,120,0,134000
45,55,10594,5,5,0,789,0,789,1,0,2,1,5,0,1,200,0,0,96500
20,94,12220,10,5,305,2020,0,2020,2,1,3,1,9,1,3,900,156,54,402861
80,NA,10448,6,6,333,1378,741,2119,2,1,3,1,7,1,2,583,0,104,158000
60,79,10208,7,5,921,1277,1067,2344,2,1,3,1,7,1,3,889,220,0,265000
60,NA,9531,6,5,0,882,914,1796,2,1,3,1,7,0,2,546,0,36,211000
70,53,10918,7,9,0,1276,804,2080,1,1,3,1,9,2,1,282,0,0,234000
190,60,10800,4,7,0,694,600,1294,2,0,3,2,7,0,0,0,220,114,106250
20,90,11988,6,6,0,1244,0,1244,1,1,3,1,6,2,1,336,0,40,150000
50,50,5000,6,7,0,1004,660,1664,2,0,3,1,7,2,2,420,0,24,159000
60,130,40094,10,5,762,3138,1538,4676,3,1,3,1,11,1,3,884,208,406,184750
60,95,11787,7,5,594,1383,1015,2398,2,1,3,1,8,1,3,834,239,60,315750
20,62,7500,7,5,0,1266,0,1266,2,0,3,1,6,1,2,453,38,144,176000
20,70,13300,5,7,0,928,0,928,1,0,2,1,4,0,1,252,261,0,132000
60,67,14948,9,5,268,1476,1237,2713,2,1,3,1,11,1,3,858,126,66,446261
30,58,9098,4,7,0,605,0,605,1,0,2,1,5,0,0,0,0,0,86000
20,NA,32668,6,3,NA,2515,0,2515,3,0,4,2,9,2,2,484,0,0,200624
80,85,10200,6,5,219,1509,0,1509,2,0,3,1,5,1,2,600,224,0,175000
70,60,6155,6,8,0,751,611,1362,2,0,3,1,6,0,2,502,0,0,128000
20,60,7200,5,7,0,827,0,827,1,0,2,1,5,1,1,392,0,0,107500
20,50,5000,1,3,0,334,0,334,1,0,1,1,2,0,0,0,0,0,39300
60,74,9056,8,5,0,707,707,1414,2,1,3,1,6,1,2,403,100,35,178000
190,70,7000,5,7,0,820,527,1347,1,0,3,1,5,0,0,0,85,0,107500
60,57,8924,7,5,0,880,844,1724,2,1,3,1,8,0,2,527,120,155,188000
20,NA,12735,4,5,0,864,0,864,1,0,3,1,5,0,2,576,216,0,111250
20,NA,11553,5,5,188,1159,0,1159,1,1,3,1,7,1,1,336,466,0,158000
20,NA,11423,8,5,479,1601,0,1601,2,0,3,1,6,1,2,670,180,0,272000
20,85,14601,9,5,584,1838,0,1838,2,0,2,1,8,1,3,765,270,68,315000
60,NA,11000,8,5,72,997,1288,2285,2,1,4,1,8,1,3,648,0,56,248000
20,78,10140,7,5,0,1680,0,1680,2,0,3,1,7,1,2,583,78,73,213250
120,34,4058,7,5,182,767,0,767,1,0,1,1,4,0,1,367,120,40,133000
60,58,17104,7,5,0,664,832,1496,2,1,3,1,7,1,2,426,100,24,179665
50,NA,13837,7,5,178,1377,806,2183,2,1,4,1,9,0,3,786,0,0,229000
50,70,8737,6,7,0,915,720,1635,1,1,3,1,6,1,2,440,0,38,210000
85,54,7244,5,7,0,768,0,768,1,0,2,1,5,0,2,624,104,0,129500
20,49,8235,5,7,0,825,0,825,1,0,2,1,4,0,2,720,140,50,125000
60,75,9375,7,5,0,912,1182,2094,2,1,4,1,8,1,2,615,182,182,263000
120,53,4043,6,6,0,1069,0,1069,2,0,2,1,4,0,2,440,0,55,140000
20,50,6000,5,6,0,928,0,928,1,0,3,1,5,0,1,288,0,0,112500
20,87,11146,8,5,250,1717,0,1717,2,0,3,1,7,1,3,908,169,39,255500
20,67,8777,4,5,0,1126,0,1126,2,0,2,1,5,0,2,520,0,96,108000
60,85,10625,7,5,292,1006,1040,2046,2,1,3,1,8,1,3,871,320,62,284000
45,58,6380,5,6,0,1048,0,1048,1,0,2,1,5,1,1,280,0,0,113000
20,69,14850,5,5,0,1092,0,1092,1,0,2,1,6,1,1,299,268,0,141000
50,60,11040,4,6,0,897,439,1336,1,1,3,1,7,0,1,570,0,47,108000
60,57,21872,7,5,0,729,717,1446,2,1,3,1,6,1,2,406,264,22,175000
120,NA,3196,7,5,18,1557,0,1557,2,0,2,1,7,1,2,420,143,20,234000
20,NA,11341,5,6,180,1392,0,1392,1,1,3,1,5,1,2,528,0,0,121500
20,77,10010,5,5,0,1389,0,1389,1,0,2,1,6,1,2,418,240,38,170000
30,63,13907,5,6,0,996,0,996,1,0,3,1,6,1,0,0,144,0,108000
50,66,21780,6,7,0,1163,511,1674,2,0,4,1,8,1,2,396,72,36,185000
60,NA,13346,7,5,0,1166,1129,2295,2,1,4,1,9,1,2,590,0,40,268000
70,66,6858,6,4,0,841,806,1647,1,1,4,1,6,0,1,216,0,66,128000
60,77,11198,9,5,245,1134,1370,2504,2,1,4,1,11,1,3,656,144,39,325000
20,70,10171,7,5,168,1535,0,1535,2,0,3,1,7,0,2,532,0,0,214000
50,79,12327,8,8,0,1496,636,2132,1,1,1,1,5,1,2,612,349,40,316600
90,NA,7032,5,5,0,943,0,943,1,0,2,1,4,2,2,600,42,0,135960
90,74,13101,5,5,108,1728,0,1728,2,0,6,2,10,0,2,576,0,0,142600
20,60,7332,6,6,207,864,0,864,1,0,2,1,4,0,1,288,168,0,120000
60,83,13159,7,5,0,846,846,1692,2,1,3,1,6,0,2,650,208,114,224500
80,76,9967,7,5,0,774,656,1430,2,1,3,1,8,1,2,400,100,0,170000
80,70,10500,5,7,82,576,533,1109,1,0,3,1,5,0,1,288,35,0,139000
50,80,8480,5,5,0,832,384,1216,1,0,2,1,6,0,1,336,158,0,118500
50,52,6292,7,7,0,877,600,1477,2,0,3,1,6,1,1,216,0,50,145000
80,96,11777,5,6,97,1320,0,1320,1,0,3,1,6,2,2,564,160,68,164500
160,34,3604,7,5,0,703,689,1392,2,0,2,1,5,0,2,540,0,102,146000
50,81,12150,5,5,335,1050,745,1795,2,0,4,1,7,0,1,352,0,0,131500
20,NA,14585,6,6,85,1429,0,1429,1,0,3,1,7,2,2,572,216,110,181900
20,98,12704,8,5,306,2042,0,2042,2,1,3,1,8,1,3,1390,0,90,253293
90,81,11841,6,5,104,816,0,816,1,0,3,1,5,0,0,0,0,32,118500
75,75,13500,10,9,0,1521,1254,2775,3,1,3,1,9,1,2,880,105,502,325000
50,51,6120,4,7,0,989,584,1573,1,0,3,1,6,0,1,240,0,0,133000
20,88,11443,8,5,208,2028,0,2028,2,0,2,1,7,2,3,880,326,66,369900
30,55,10267,6,7,0,838,0,838,1,0,2,1,5,0,1,275,0,0,130000
85,74,8740,5,6,0,860,0,860,1,0,2,1,4,0,2,528,0,0,137000
20,65,25095,5,8,0,1473,0,1473,1,0,1,1,5,2,1,452,0,48,143000
40,50,9100,5,6,0,779,0,935,1,0,2,1,4,0,1,308,0,0,79500
60,64,8320,7,5,0,770,812,1582,2,1,3,1,6,0,2,520,0,45,185900
60,97,13478,10,5,420,1728,568,2296,2,1,3,1,10,1,3,842,382,274,451950
20,60,6600,5,8,0,816,0,816,1,0,2,1,4,0,2,816,0,0,138000
120,NA,4435,6,5,170,848,0,848,1,0,1,1,4,0,2,420,140,0,140000
20,88,7990,5,6,0,924,0,924,1,0,3,1,5,0,1,280,0,0,110000
20,69,11302,8,5,238,1826,0,1826,2,0,3,1,7,1,3,758,180,75,319000
70,60,3600,6,7,0,684,684,1368,1,0,3,1,7,0,1,216,0,158,114504
120,53,3922,7,5,72,1402,0,1402,0,2,2,1,7,1,3,648,120,16,194201
20,80,12984,5,6,459,1647,0,1647,2,0,3,1,7,1,2,621,0,0,217500
160,24,1950,6,6,0,716,840,1556,2,1,3,1,6,1,2,452,161,0,151000
60,74,10927,8,5,280,1058,846,1904,2,1,3,1,8,1,2,736,179,60,275000
50,50,9000,6,6,0,780,595,1375,1,1,3,1,6,1,1,544,0,162,141000
60,80,10041,8,5,0,927,988,1915,2,1,3,1,8,1,2,506,120,150,220000
160,30,3182,7,5,0,600,600,1200,2,1,2,1,4,0,2,480,0,172,151000
20,88,12803,7,5,99,1494,0,1494,2,0,3,1,6,1,2,530,192,36,221000
60,85,13600,7,6,176,1186,800,1986,2,1,3,1,7,3,2,486,0,42,205000
20,82,12464,5,5,0,1040,0,1040,1,0,3,1,6,0,2,576,168,0,152000
20,78,7800,5,8,0,1112,896,2008,3,0,3,1,8,0,1,230,103,0,225000
70,78,12168,8,6,0,1940,1254,3194,2,1,4,1,10,2,2,380,0,0,359100
20,61,7943,4,5,192,1029,0,1029,1,0,3,1,5,0,1,261,64,0,118500
60,NA,11050,9,5,204,1476,677,2153,2,1,3,1,8,2,3,736,253,142,313000
80,NA,10395,6,6,233,1032,0,1032,2,0,3,1,6,1,2,564,0,0,148000
60,NA,11885,8,5,108,1299,573,1872,2,1,3,1,7,1,2,531,160,122,261500
20,70,8402,5,5,0,1120,0,1120,1,0,3,1,6,0,0,0,0,30,147000
180,21,1491,4,6,0,630,0,630,1,0,1,1,3,0,0,0,96,24,75500
85,80,8800,6,7,156,1054,0,1054,1,0,3,1,6,0,2,480,120,0,137500
60,NA,7861,6,5,0,807,702,1509,2,1,3,1,7,1,2,393,100,75,183200
45,59,7227,6,6,0,832,0,832,1,0,2,1,4,0,2,528,0,0,105500
20,90,11694,9,5,452,1828,0,1828,2,0,3,1,9,1,3,774,0,108,314813
60,85,12244,8,5,226,1482,780,2262,2,1,4,1,10,2,3,749,168,0,305000
30,45,8248,3,3,0,864,0,864,1,0,2,1,5,0,0,0,0,0,67000
60,90,10800,6,7,0,1548,1066,2614,2,1,4,1,9,1,2,624,38,243,240000
20,71,7064,5,6,153,980,0,980,1,0,3,1,6,0,2,484,192,0,135000
160,NA,2117,6,5,513,756,756,1512,2,1,2,1,4,1,2,440,0,32,168500
60,80,10400,6,5,288,1012,778,1790,1,2,4,1,8,1,2,484,148,0,165150
20,87,10000,6,6,261,1116,0,1116,1,1,3,1,5,0,2,440,0,0,160000
20,NA,12342,5,5,0,1422,0,1422,1,0,3,1,6,1,1,286,0,0,139900
80,80,9600,6,6,164,1520,0,1520,1,0,3,1,7,2,1,364,0,0,153000
60,70,11606,5,5,192,1040,1040,2080,1,2,5,1,9,2,2,504,335,0,135000
80,82,9020,6,5,259,1350,0,1350,1,1,3,1,6,0,2,520,176,0,168500
